"id","data.list.id","title","created","iso3","url"
11337,262924,"Afghan, Iranian border clash kills Afghan teacher",2008-04-20,"afg","http://reliefweb.int/node/262924"
11526,263076,"E.Timor president wants emergency state lifted",2008-04-22,"tls","http://reliefweb.int/node/263076"
11715,263580,"Thai rice prices hit record; UN concerned about Asia food security",2008-04-24,"mmr","http://reliefweb.int/node/263580"
11904,263484,"Mozambique sets up new food panel to boost agriculture",2008-04-26,"moz","http://reliefweb.int/node/263484"
12093,263636,"Zimbabwe: Secretary-General calls for release of election results",2008-04-29,"zwe","http://reliefweb.int/node/263636"
12282,20951,"occupied Palestinian territory: West Bank Closure - Hebron (as of April 2008)",2008-04-30,"pse","http://reliefweb.int/node/20951"
12471,24104,"Climate Change and Food Security: A Framework Document",2008-05-01,"wld","http://reliefweb.int/node/24104"
12660,263999,"Thousands still homeless two months after floods in Ecuador",2008-05-02,"ecu","http://reliefweb.int/node/263999"
12849,264405,"International Medical Corps mobilizes for victims of Myanmar Cyclone",2008-05-05,"mmr","http://reliefweb.int/node/264405"
13038,264367,"Myanmar cyclone leaves trail of corpses, desperation",2008-05-06,"mmr","http://reliefweb.int/node/264367"
13227,20796,"Myanmar: Tropical Cyclone Nargis - Areas of Concern (as of 05 May 2008)",2008-05-07,"mmr","http://reliefweb.int/node/20796"
13416,264592,"Mensaje del Cardenal Rodríguez Maradiaga, presidente de Cáritas Internacional, al pueblo de Birmania",2008-05-07,"mmr","http://reliefweb.int/node/264592"
13605,264712,"Indian relief supplies reach Myanmar: official",2008-05-08,"mmr","http://reliefweb.int/node/264712"
13794,264819,"Finnish church to send 200,000 euros to Myanmar",2008-05-08,"mmr","http://reliefweb.int/node/264819"
13983,265267,"Kenya Humanitarian Update vol. 18, 01 - 09 May 2008",2008-05-09,"ken","http://reliefweb.int/node/265267"
14172,267798,"Statement regarding Serbian 'local elections' held today in Kosovo",2008-05-11,"srb","http://reliefweb.int/node/267798"
14361,265317,"Sudan: Darfur rebel leader vows more attacks on Khartoum",2008-05-12,"sdn","http://reliefweb.int/node/265317"
14550,312066,"Thailand: ""Invisible"" Burmese migrants face poverty and deportation",2008-05-13,"mmr","http://reliefweb.int/node/312066"
14739,265759,"Canada sending emergency shelters to Myanmar",2008-05-13,"mmr","http://reliefweb.int/node/265759"
14928,265868,"Lanka sends 20 tonnes of relief items to Myanmar",2008-05-14,"mmr","http://reliefweb.int/node/265868"
15117,266196,"Situation humanitaire en RDC (Centre/Ouest) - Rapport hebdomadaire du 09 au 15 mai 2008",2008-05-15,"cod","http://reliefweb.int/node/266196"
15306,266224,"Kenya: Claims of torture by army and militia, as food shortages grip Mt Elgon",2008-05-16,"ken","http://reliefweb.int/node/266224"
15495,266221,"MCC responds to Chinese earthquake",2008-05-16,"chn","http://reliefweb.int/node/266221"
15684,266448,"Angola: 35 kms of Menongue/Kuito Kuanavale road cleared of landmines",2008-05-18,"ago","http://reliefweb.int/node/266448"
15873,266795,"UNICEF seeks additional funds to aid children affected by Ethiopia's growing food crisis",2008-05-19,"eth","http://reliefweb.int/node/266795"
16062,266757,"Burma cyclone: Aid reaches the furtherst corner of the cyclone zone",2008-05-20,"mmr","http://reliefweb.int/node/266757"
16251,267488,"Philippines: Update - Typhoon ""Cosme"" casualties reach 35",2008-05-21,"phl","http://reliefweb.int/node/267488"
16440,276751,"The SRSA will donate tents and blankets to those affected by the earthquake in China",2008-05-22,"chn","http://reliefweb.int/node/276751"
16629,267608,"Chile - Inundaciones: Informe OPS, 17- 23 Mayo 2008",2008-05-23,"chl","http://reliefweb.int/node/267608"
16818,267544,"Facts and figures about China quake and relief, 24 May 2008",2008-05-24,"chn","http://reliefweb.int/node/267544"
17007,267618,"North Korea Today No. 130 May 2008",2008-05-26,"prk","http://reliefweb.int/node/267618"
17196,267904,"UN says raised 60 pct of targeted Myanmar aid",2008-05-27,"mmr","http://reliefweb.int/node/267904"
17385,268015,"Bangladesh sends relief goods to China",2008-05-28,"chn","http://reliefweb.int/node/268015"
17574,268201,"French navy ship hands over Myanmar cyclone aid to UN",2008-05-29,"mmr","http://reliefweb.int/node/268201"
17763,268403,"Bangladeshi govt to repatriate Rohingya refugees",2008-05-30,"bgd","http://reliefweb.int/node/268403"
17952,268546,"Colombia: Comisiones del Gobierno Nacional se desplazan este fin de semana a las zonas afectadas por invierno",2008-05-31,"col","http://reliefweb.int/node/268546"
18141,268632,"Texas and Côte d'Ivoire annual conferences join forces to fight malaria",2008-06-02,"civ","http://reliefweb.int/node/268632"
18330,268713,"Zambia to repatriate 31 nationals from South Africa over xenophobia",2008-06-03,"zaf","http://reliefweb.int/node/268713"
18519,269103,"Sri Lanka: Floods Information Bulletin No. 1",2008-06-04,"lka","http://reliefweb.int/node/269103"
18708,268905,"Condolences, aid continue to flow into China from abroad after powerful earthquake",2008-06-04,"chn","http://reliefweb.int/node/268905"
18897,269363,"Somalia: Islamists attack Ethiopian troops in Mogadishu",2008-06-06,"som","http://reliefweb.int/node/269363"
19086,269684,"Uganda: Program Fact Sheet (Jun 2008)",2008-06-08,"uga","http://reliefweb.int/node/269684"
19275,10038,"Earthquake near Chengdu, China (as of 10 Jun 2008)",2008-06-10,"chn","http://reliefweb.int/node/10038"
19464,269822,"ACT Appeal China: Sichuan Earthquake - ASCN82",2008-06-11,"chn","http://reliefweb.int/node/269822"
19653,269858,"Torrential rains affect millions in China",2008-06-12,"chn","http://reliefweb.int/node/269858"
19842,270090,"Myanmar: Response to Nargis Cyclone Logistics Consolidated Situation Report 14 Jun 2008",2008-06-14,"mmr","http://reliefweb.int/node/270090"
20031,270152,"Afghan villagers caught in the middle of conflict",2008-06-16,"afg","http://reliefweb.int/node/270152"
20220,271603,"High-level consultation in Goma calls for eradication of sexual violence and ending impunity in the Great Lakes Region",2008-06-18,"bdi","http://reliefweb.int/node/271603"
20409,270678,"Kenya mediation talks to wind up next week",2008-06-19,"ken","http://reliefweb.int/node/270678"
20598,271461,"Identical letters dated 18 Jun 2008 from the Permanent Observer of Palestine to the UN addressed to the UN SG and the President of the Security Council",2008-06-20,"pse","http://reliefweb.int/node/271461"
20787,270800,"Zimbabwe: Open letter to his excellency President Levy Mwanawasa, president of the Republic of Zambia, in his capacity as the chair of the Southern African Development Community",2008-06-20,"zwe","http://reliefweb.int/node/270800"
20976,271184,"Côte d'Ivoire: Government pledges investment in agriculture",2008-06-23,"civ","http://reliefweb.int/node/271184"
21165,10313,"Zimbabwe Situation (Detailed Map) (As of June 2008)",2008-06-24,"zwe","http://reliefweb.int/node/10313"
21354,271411,"Besoins et réponse humanitaires au Tchad : Bulletin d'information - 25 juin 2008",2008-06-25,"tcd","http://reliefweb.int/node/271411"
21543,271611,"Violence and coercion mark Zimbabwe's election",2008-06-27,"zwe","http://reliefweb.int/node/271611"
21732,271708,"Angola: Polio vaccination exceeds expectations",2008-06-27,"ago","http://reliefweb.int/node/271708"
21921,12178,"Opium poppy cultivation in Afghanistan, 2005 - 2007",2008-06-30,"afg","http://reliefweb.int/node/12178"
22110,271934,"Korea opens hospital in Afghanistan",2008-06-30,"afg","http://reliefweb.int/node/271934"
22299,24164,"Report of the Special Committee on Peacekeeping Operations and its Working Group - 2008 substantive session (10 March - 4 April and 3 July 2008) (A/62/19)",2008-07-01,"wld","http://reliefweb.int/node/24164"
22488,273089,"IDB: Caribbean hardest hit by food and energy price shocks",2008-07-03,"wld","http://reliefweb.int/node/273089"
22677,272424,"Ban calls on North Korea to improve human rights",2008-07-05,"prk","http://reliefweb.int/node/272424"
22866,272502,"China to exempt quake regions from some gov't funding over next 3 years",2008-07-07,"chn","http://reliefweb.int/node/272502"
23055,272814,"Republic of Congo: Cholera Outbreak DREF Operation No. MDRCG004",2008-07-09,"cog","http://reliefweb.int/node/272814"
23244,282342,"FEWS Joint Monthly Food Security Update for the Sahel and West Africa, 10 July 2008 - Start of 2008/09 growing season adequate in the Sahel, West Africa",2008-07-10,"caf","http://reliefweb.int/node/282342"
23433,273198,"Nepal: CA passes Fifth Amendment, clears the way for formation of government",2008-07-14,"npl","http://reliefweb.int/node/273198"
23622,273379,"Madagascar: Plan to fight Rift Valley Fever needs funding",2008-07-15,"mdg","http://reliefweb.int/node/273379"
23811,274285,"Philippines: More help in alleviating the poverty for the victims of Typhoon Frank",2008-07-17,"phl","http://reliefweb.int/node/274285"
24000,273730,"Embajador en España dice que todos los colombianos tendrán agua potable en 2010",2008-07-18,"col","http://reliefweb.int/node/273730"
24189,274043,"Kosovo human rights unsatisfactory, says ombudsman",2008-07-21,"srb","http://reliefweb.int/node/274043"
24378,274351,"Situation humanitaire en RDC (Sud Kivu) - Rapport hebdomadaire du 16 au 22 juillet 2008",2008-07-22,"cod","http://reliefweb.int/node/274351"
24567,274311,"oPt: Sweden increases its support to the Palestinian National Authority",2008-07-24,"pse","http://reliefweb.int/node/274311"
24756,274445,"Angola expels thousands of DRC nationals ",2008-07-24,"ago","http://reliefweb.int/node/274445"
24945,274533,"Kenya Red Cross signs MoU with Division for Malaria Control",2008-07-28,"ken","http://reliefweb.int/node/274533"
25134,274799,"Development, food, climate crises warrant urgent attention, Secretary-General stresses in message to Ministerial Meeting of Non-Aligned Movement",2008-07-29,"wld","http://reliefweb.int/node/274799"
25323,280798,"Mali : Synthèse situation région de Koulikoro en juillet 2008",2008-07-31,"mli","http://reliefweb.int/node/280798"
25512,274982,"US calls for Zimbabwe to lift restrictions on aid agencies",2008-08-01,"zwe","http://reliefweb.int/node/274982"
25701,275112,"Abducted Action Against Hunger staff released in Afghanistan",2008-08-02,"afg","http://reliefweb.int/node/275112"
25785,275194,"Cholera in South Sudan kills 20, affects hundreds",2008-08-04,"sdn","http://reliefweb.int/node/275194"
25890,275346,"RPT-Malaysia calls for Philippines peace as deal halted",2008-08-05,"phl","http://reliefweb.int/node/275346"
25974,275292,"Monsoon floods kill more than 100 in Pakistan",2008-08-05,"pak","http://reliefweb.int/node/275292"
26163,275720,"India: Southwest monsoon 2008 - Daily flood situation report No 68, 07 Aug 2008",2008-08-07,"ind","http://reliefweb.int/node/275720"
26352,275684,"China: From disaster relief to integrated reconstruction work",2008-08-08,"chn","http://reliefweb.int/node/275684"
26541,276010,"Flood-affected Pakistani region receiving UN food aid",2008-08-11,"pak","http://reliefweb.int/node/276010"
26730,276109,"Burkina Faso mudslide death toll rises to 34, reports say",2008-08-12,"bfa","http://reliefweb.int/node/276109"
26919,276318,"Fear engulfs northern Lebanon after deadly blast",2008-08-13,"lbn","http://reliefweb.int/node/276318"
27108,276552,"Georgia: Gates says military mission aims to save lives, ease suffering",2008-08-14,"geo","http://reliefweb.int/node/276552"
27297,276568,"Thailand: More than 100,000 people in Nakhon Phanom affected by flooding",2008-08-15,"tha","http://reliefweb.int/node/276568"
27486,276857,"Cuba: Tormenta Fay rumbo a la costa sur entre La Habana y Matanzas",2008-08-17,"cub","http://reliefweb.int/node/276857"
27675,276804,"Oxfam calls for more investment in arid and semi-arid areas for pastoralists to adapt to, and survive climate change",2008-08-18,"ken","http://reliefweb.int/node/276804"
27864,276948,"From tragedy to hope for U.N. in Iraq",2008-08-19,"irq","http://reliefweb.int/node/276948"
28053,277235,"Hungry Zimbabweans forage to survive",2008-08-20,"zwe","http://reliefweb.int/node/277235"
28242,277261,"China quake death toll rises one to hit 69,226",2008-08-21,"chn","http://reliefweb.int/node/277261"
28431,10590,"USG Humanitarian Assistance to Georgia (as of 23 Aug 2008)",2008-08-23,"geo","http://reliefweb.int/node/10590"
28620,277715,"North Korea Today No. 192 - Aug 2008",2008-08-25,"prk","http://reliefweb.int/node/277715"
28809,10630,"Green Tropical cyclone alert in Mexico - Tropical cyclone JULIO-08 (as of 26 Aug 2008)",2008-08-26,"mex","http://reliefweb.int/node/10630"
28998,278847,"Kosovo: Press Briefing Transcript for briefing of 27 Aug 2008",2008-08-27,"srb","http://reliefweb.int/node/278847"
29187,278962,"India: WHO situation report No. 2 - Bihar floods, 28 Aug 2008",2008-08-28,"ind","http://reliefweb.int/node/278962"
29376,278405,"Haïti/Cyclone : Début des opérations de secours après le passage de Gustav",2008-08-29,"hti","http://reliefweb.int/node/278405"
29565,311923,"Niger : Mise à jour de la sécurité alimentaire août 2008 - Les prix élevés à la fin de la soudure",2008-08-31,"ner","http://reliefweb.int/node/311923"
29754,23796,"Civil Society in Uncivil Places: Soft State and Regime Change in Nepal",2008-09-01,"wld","http://reliefweb.int/node/23796"
29943,278673,"DRC: Missing aircraft sighted",2008-09-02,"cod","http://reliefweb.int/node/278673"
30132,279082,"Hurricanes Gustav and Hanna : TSF deploys to Haiti",2008-09-03,"hti","http://reliefweb.int/node/279082"
30321,279044,"La Croix-Rouge réagit en urgence en Haïti après les passages de Gustav et Hanna",2008-09-04,"hti","http://reliefweb.int/node/279044"
30510,279246,"From the field - latest on India floods",2008-09-05,"ind","http://reliefweb.int/node/279246"
30699,279322,"Urgence Haïti : Médecins du Monde déploie un dispositif d'urgence",2008-09-05,"hti","http://reliefweb.int/node/279322"
30888,279473,"At least 600,000 stranded in Bangladesh floods: minister",2008-09-07,"bgd","http://reliefweb.int/node/279473"
31077,279534,"Haiti storms toll rises",2008-09-08,"hti","http://reliefweb.int/node/279534"
31266,279969,"Help Nepal appeals for online donation",2008-09-09,"npl","http://reliefweb.int/node/279969"
31455,10841,"RD Congo - Affrontements et zones de déplacement de populations (Nord et Sud Kivu) 27 Août - 10 Septembre 2008",2008-09-10,"cod","http://reliefweb.int/node/10841"
31644,280034,"Zimbabwe: Mugabe, Tsvangirai optimistic about deal",2008-09-11,"zwe","http://reliefweb.int/node/280034"
31833,280386,"AJWS responds to floods in Haiti and the Dominican Republic",2008-09-12,"hti","http://reliefweb.int/node/280386"
32022,280641,"DR Congo/North Kivu: President Kabila receives the international community in Goma",2008-09-14,"cod","http://reliefweb.int/node/280641"
32211,280693,"Cuba: Restablecido el 50 por ciento de la electricidad en Holguín",2008-09-16,"cub","http://reliefweb.int/node/280693"
32400,281068,"Haiti: Tropical Storm Hanna, Gustav, Ike OCHA Situation Report No. 13",2008-09-17,"hti","http://reliefweb.int/node/281068"
32589,281067,"Guinée-Bissau : Epidémie de choléra hors de contrôle",2008-09-18,"gnb","http://reliefweb.int/node/281067"
32778,280967,"Timor-Leste donates 500,000 USD to quake-hit SW China",2008-09-18,"chn","http://reliefweb.int/node/280967"
32967,10942,"USG Humanitarian Assistance to Zimbabwe (as of 19 Sep 2008)",2008-09-19,"zwe","http://reliefweb.int/node/10942"
33156,281619,"Cuba: Avanza recuperación de industria pesquera en Isla de la Juventud",2008-09-22,"cub","http://reliefweb.int/node/281619"
33345,281713,"Haïti/cyclones : Les acteurs non étatiques somment l'Etat de prendre ses responsabilités",2008-09-23,"hti","http://reliefweb.int/node/281713"
33534,281831,"India: Voices from Bihar State",2008-09-25,"ind","http://reliefweb.int/node/281831"
33723,281904,"Daily Brief on Côte d'Ivoire for 25 Sep 2008",2008-09-25,"civ","http://reliefweb.int/node/281904"
33912,281977,"Government of Iraq's $80 billion budget ignores displaced Iraqis",2008-09-26,"irq","http://reliefweb.int/node/281977"
34101,282251,"Don de 100.000 dollars de Wal-Mart aux sinistrés d'Haïti",2008-09-29,"hti","http://reliefweb.int/node/282251"
34290,302882,"Lao: IASC in-country team for natural disaster response preparedness rapid assessment report",2008-09-30,"lao","http://reliefweb.int/node/302882"
34479,282729,"India: Southwest monsoon 2008 - Daily flood situation report No 123, 01 Oct 2008",2008-10-01,"ind","http://reliefweb.int/node/282729"
34668,282587,"Muslim Aid responds to Sudan floods",2008-10-02,"sdn","http://reliefweb.int/node/282587"
34857,282923,"Caribbean: Hurricane Season 2008 Emergency Appeal No. MDR49003 Operations update no. 2 ",2008-10-06,"jam","http://reliefweb.int/node/282923"
35046,282926,"Kyrgyzstan observing day of mourning for quake victims",2008-10-07,"kgz","http://reliefweb.int/node/282926"
35235,11080,"USG Humanitarian Assistance to Somalia (as of 08 Oct 2008)",2008-10-08,"som","http://reliefweb.int/node/11080"
35424,283292,"Mexico: Heavy rains flood Tabasco and Veracruz, ADRA responds",2008-10-10,"mex","http://reliefweb.int/node/283292"
35613,283635,"New UN representative for Lebanon takes up post in Beirut",2008-10-13,"lbn","http://reliefweb.int/node/283635"
35802,283550,"Liberia: Would you fight again?",2008-10-14,"lbr","http://reliefweb.int/node/283550"
35991,283747,"Timor-Leste food security baseline survey report",2008-10-16,"tls","http://reliefweb.int/node/283747"
36180,283998,"Burkina Faso : Mise à Jour de la Sécurité Alimentaire Aout 2008 - Récoltes record prévues",2008-10-17,"bfa","http://reliefweb.int/node/283998"
36369,284464,"South Asia Flood 2007: Work Report",2008-10-20,"bgd","http://reliefweb.int/node/284464"
36558,284328,"Factbox - Security developments in Iraq, 22 Oct 2008",2008-10-22,"irq","http://reliefweb.int/node/284328"
36747,284337,"Zimbabwe: SA sets aside R300m Zim agric rescue package",2008-10-22,"zwe","http://reliefweb.int/node/284337"
36936,285469,"Honduras: GOAL in flood rescue",2008-10-24,"hnd","http://reliefweb.int/node/285469"
37125,284777,"DR Congo: North Kivu - New fighting, rebels seize military base",2008-10-27,"cod","http://reliefweb.int/node/284777"
37314,284998,"Afghanistan: Increasing hardship and limited support for growing displaced population",2008-10-28,"afg","http://reliefweb.int/node/284998"
37503,285464,"Sudan: UNMIS statement on the killing of four Chinese",2008-10-29,"sdn","http://reliefweb.int/node/285464"
37692,285124,"Pakistan: Over 100 killed in Balochistan quake",2008-10-29,"pak","http://reliefweb.int/node/285124"
37881,11422,"Somalia: Rainfall Forecast - 3 day accumulated precipitation forecast (28 - 30 Oct 2008)",2008-10-29,"som","http://reliefweb.int/node/11422"
38070,285341,"Factbox - Security developments in Afghanistan, 30 Oct 2008",2008-10-30,"afg","http://reliefweb.int/node/285341"
38259,285443,"RD Congo : Situation humanitaire au Nord-Kivu - au 31 octobre 2008",2008-10-31,"cod","http://reliefweb.int/node/285443"
38448,285644,"Rehabilitating ex-combatants most immediate challenge for Nepal - Ban",2008-11-01,"npl","http://reliefweb.int/node/285644"
38637,285759,"Sri Lanka: Another food convoy enters Wanni",2008-11-03,"lka","http://reliefweb.int/node/285759"
38826,286991,"Burundi : Nécessité de l'intégration du genre dans les réformes du secteur de la sécurité",2008-11-04,"bdi","http://reliefweb.int/node/286991"
39015,286085,"DR Congo: MONUC begins reinforcing its troops in North Kivu",2008-11-05,"cod","http://reliefweb.int/node/286085"
39204,286445,"Record harvest but troubles loom ahead",2008-11-06,"wld","http://reliefweb.int/node/286445"
39393,286793,"Viet Nam: Diseases threaten Hanoi in post-flood era",2008-11-07,"vnm","http://reliefweb.int/node/286793"
39582,11614,"UNHCR Burundi: Number of returnees per province in 2008 - Return of long term refugees (1972 group) (As of 31 October 2008)",2008-11-10,"bdi","http://reliefweb.int/node/11614"
39771,286725,"DR Congo: Paralysis over deepening Goma crisis",2008-11-11,"cod","http://reliefweb.int/node/286725"
39960,286870,"Second school collapses in Haiti, nine hurt",2008-11-12,"hti","http://reliefweb.int/node/286870"
40149,287175,"ACT Pakistan Situation Report: Winterised tents severely needed after Balochistan earthquake",2008-11-14,"pak","http://reliefweb.int/node/287175"
40338,287408,"Colombia: Presidente Uribe pidió adoptar medidas a tiempo, para evitar desastres por el invierno",2008-11-16,"col","http://reliefweb.int/node/287408"
40527,287788,"Kenyans rebuild lives after election violence",2008-11-18,"ken","http://reliefweb.int/node/287788"
40716,287522,"Georgia/Russia conflict: Counting the cost of war - Return, security and truth still a long way off",2008-11-18,"geo","http://reliefweb.int/node/287522"
40905,287812,"UAE plane to transport relief to Sudan's flood-hit areas",2008-11-19,"sdn","http://reliefweb.int/node/287812"
41094,287885,"RD Congo/Kivu : Les non-vivres du réseau Caritas Internationalis pourraient être distribués samedi à Ntamugenga",2008-11-20,"cod","http://reliefweb.int/node/287885"
41283,288749,"Humanitarian action in Southern Sudan weekly bulletin, week 46, 16 - 22 Nov 2008",2008-11-22,"sdn","http://reliefweb.int/node/288749"
41472,288263,"Panamá: Inundaciones Noviembre 2008 - Informe Preliminar no. 3",2008-11-24,"pan","http://reliefweb.int/node/288263"
41661,288463,"Yemen: Food insecurity stalks Hadramaut Governorate",2008-11-25,"yem","http://reliefweb.int/node/288463"
41850,288615,"Liberia: Tenegar Town celebrates dedication of new clinic as beacon of hope",2008-11-26,"lbr","http://reliefweb.int/node/288615"
42039,288710,"Congo rebels capture border town, refugees flee ",2008-11-27,"cod","http://reliefweb.int/node/288710"
